-2.2793	1.99168	-0.737686	-0.733342	-0.51786	-0.440499
-0.153577	1.14898	-1.61584	-0.733342	-0.51786	-0.440499
-0.951785	2.22594	-1.16528	-0.733342	-0.51786	-0.440499
-1.99156	2.61653	0.497941	-0.733342	-0.51786	-0.440499
-0.710214	2.91232	-2.37793	-0.733342	-0.51786	-0.440499
-1.2301	3.10761	-1.54632	-0.733342	-0.51786	-0.440499
-1.74999	3.30291	-0.714713	-0.733342	-0.51786	-0.440499
-1.50842	3.98928	-1.92737	-0.733342	-0.51786	-0.440499
-2.5482	4.37987	-0.264148	-0.733342	-0.51786	-0.440499
0.134157	1.77382	-0.380217	-0.733342	-0.51786	-0.440499
